xid,name,city,wiki_link,wikipedia_extracts,rating,google_id,opening_hours,wikidata
Q660876,New Sacristy,Florence,https://it.wikipedia.org/wiki/Sagrestia%20Nuova,"{'title': 'it:Sagrestia Nuova', 'text': ""La Sagrestia Nuova �� un ambiente della basilica di San Lorenzo di Firenze, tra i capolavori di Michelangelo come architetto e come scultore. Nata come pendant alla Sagrestia Vecchia di Brunelleschi e Donatello, oggi fa parte del complesso museale delle Cappelle Medicee.La morte dei due rampolli di casa Medici, Giuliano duca di Nemours (1516) e Lorenzo duca d'Urbino (1519), aveva profondamente amareggiato papa Leone X, rispettivamente fratello e zio dei due, che si era speso per la loro carriera riuscendo a far s�� che ottenessero i primi titoli nobiliari che fregiavano la sua casata."", 'html': ""<p>La <b>Sagrestia Nuova</b> �� un ambiente della basilica di San Lorenzo di Firenze, tra i capolavori di Michelangelo come architetto e come scultore. Nata come <i>pendant</i> alla Sagrestia Vecchia di Brunelleschi e Donatello, oggi fa parte del complesso museale delle Cappelle Medicee.</p><p>La morte dei due rampolli di casa Medici, Giuliano duca di Nemours (1516) e Lorenzo duca d'Urbino (1519), aveva profondamente amareggiato papa Leone X, rispettivamente fratello e zio dei due, che si era speso per la loro carriera riuscendo a far s�� che ottenessero i primi titoli nobiliari che fregiavano la sua casata.</p>""}",4.7,ChIJb3xT8wJUKhMRGcG9NmAAFdA,"['Monday: 10:00\u202fAM\u2009�C\u200912:00\u202fAM', 'Tuesday: 10:00\u202fAM\u2009�C\u200912:00\u202fAM', 'Wednesday: 10:00\u202fAM\u2009�C\u200912:00\u202fAM', 'Thursday: 10:00\u202fAM\u2009�C\u200912:00\u202fAM', 'Friday: 10:00\u202fAM\u2009�C\u200912:00\u202fAM', 'Saturday: 10:00\u202fAM\u2009�C\u200912:00\u202fAM', 'Sunday: 10:00\u202fAM\u2009�C\u200912:00\u202fAM']",Q660876
N3123913412,Croce al Trebbio,Florence,https://it.wikipedia.org/wiki/Colonne%20di%20Firenze,"{'title': 'it:Colonne di Firenze', 'text': ""A Firenze esistono alcune colonne erette nel corso dei secoli come decorazione urbana e testimonianza di varie vicissitudini. Non sono molte come per esempio a Roma, ma ognuna �� legata a un particolare avvenimento, reale o leggendario, della storia cittadina.Chiamata anche colonna della Dovizia, la colonna dell'Abbondanza si trova in piazza della Repubblica. Nella Florentia romana in questo punto, nel foro, si incontravano il cardo e il decumano, quindi qui era l'ombelico della citt��. Sicuramente in questo punto esisteva una colonna di epoca romana, probabilmente sormontata da una statua dell'epoca, della quale si persero comunque le tracce."", 'html': ""<p>A Firenze esistono alcune <b>colonne</b> erette nel corso dei secoli come decorazione urbana e testimonianza di varie vicissitudini. Non sono molte come per esempio a Roma, ma ognuna �� legata a un particolare avvenimento, reale o leggendario, della storia cittadina.</p><p>Chiamata anche colonna della Dovizia, la colonna dell'Abbondanza si trova in piazza della Repubblica. Nella Florentia romana in questo punto, nel foro, si incontravano il cardo e il decumano, quindi qui era l'<i>ombelico</i> della citt��. Sicuramente in questo punto esisteva una colonna di epoca romana, probabilmente sormontata da una statua dell'epoca, della quale si persero comunque le tracce.</p>""}",4.4,ChIJm68sialWKhMRWgIujOspKHI,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Q1110938
Q3908897,Porta dei Martiri,Florence,https://it.wikipedia.org/wiki/Porta%20dei%20Martiri,"{'title': 'it:Porta dei Martiri', 'text': 'La Porta dei Martiri �� una delle due porte bronzee opera di Donatello della Sagrestia Vecchia nella Basilica di San Lorenzo a Firenze. Misura 235x109 cm ed ha due battenti con cinque fomelle ciascuno. Risale al 1434-1442.La Sagrestia Vecchia era la cappella funebre privata della famiglia Medici nel XV secolo, costruita da Filippo Brunelleschi tra il 1421 e il 1428 e decorata da Donatello a partire dal 1428-29. Qui il grande scultore realizz�� una serie di enormi stucchi e le due porte bronzee, le uniche che cre�� nella sua lunga carriera, nonostante gliene fossero state commissionate altre che non ebbe mai il tempo di realizzare.', 'html': '<p>La <i><b>Porta dei Martiri</b></i> �� una delle due porte bronzee opera di Donatello della Sagrestia Vecchia nella Basilica di San Lorenzo a Firenze. Misura 235x109 cm ed ha due battenti con cinque fomelle ciascuno. Risale al 1434-1442.</p><p>La Sagrestia Vecchia era la cappella funebre privata della famiglia Medici nel XV secolo, costruita da Filippo Brunelleschi tra il 1421 e il 1428 e decorata da Donatello a partire dal 1428-29. Qui il grande scultore realizz�� una serie di enormi stucchi e le due porte bronzee, le uniche che cre�� nella sua lunga carriera, nonostante gliene fossero state commissionate altre che non ebbe mai il tempo di realizzare.</p>'}",4.7,ChIJF9j25bAHeUcRhTMhnjum_98,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Q3908897
Q24963569,"Statue of Hercules strangling the Nemean Lion, Piazza Ognissanti",Florence,https://en.wikipedia.org/wiki/Statue%20of%20Hercules%20strangling%20the%20Nemean%20Lion%2C%20Piazza%20Ognissanti,"{'title': 'en:Statue of Hercules strangling the Nemean Lion, Piazza Ognissanti', 'text': 'The statue of Hercules Strangling the Nemean Lion is a bronze statue located in the Piazza Ognissanti, overlooking the Arno river in Florence, region of Tuscany, Italy.', 'html': '<p>The statue of <b>Hercules Strangling the Nemean Lion</b> is a bronze statue located in the Piazza Ognissanti, overlooking the Arno river in Florence, region of Tuscany, Italy.</p>'}",4.3,ChIJaXcaP1FXKhMR67q2LpCUzA4,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Q24963569
N5099319932,Monumento a Giovanni delle Bande Nere,Florence,https://it.wikipedia.org/wiki/Monumento%20a%20Giovanni%20delle%20Bande%20Nere,"{'title': 'it:Monumento a Giovanni delle Bande Nere', 'text': 'Il monumento a Giovanni delle Bande Nere si trova in piazza San Lorenzo a Firenze.', 'html': '<p>Il <b>monumento a Giovanni delle Bande Nere</b> si trova in piazza San Lorenzo a Firenze.</p>'}",4.3,ChIJpV6S_gJUKhMRS7l1oUf-xJ8,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Q3862616
Q107011876,Fontana della Regina Vittoria,Florence,https://it.wikipedia.org/wiki/Fontana%20della%20Regina%20Vittoria,"{'title': 'it:Fontana della Regina Vittoria', 'text': ""La fontana della Regina Vittoria �� una fontana storica di Firenze, realizzata tra il 1897 e il 1900 in onore della regina Vittoria d'Inghilterra e collocata in piazza Vittorio Veneto, nei pressi dell'imbocco del parco delle Cascine.La fontana fu realizzata tra il 1897 e il 1900 (anno della sua inaugurazione ufficiale), in occasione del sessantesimo anno di regno della regina Vittoria d'Inghilterra e per ricordare le visite fatte dalla sovrana nella citt��. Promossa dalla comunit�� britannica fiorentina fu progettata dall'ingegnere Lorenzo Priuli Bon, e realizzata in marmo rosso di Verona dal laboratorio Pellegrini di Verona, quindi consegnata dal comitato promotore al Comune di Firenze."", 'html': ""<p>La <b>fontana della Regina Vittoria</b> �� una fontana storica di Firenze, realizzata tra il 1897 e il 1900 in onore della regina Vittoria d'Inghilterra e collocata in piazza Vittorio Veneto, nei pressi dell'imbocco del parco delle Cascine.</p><p>La fontana fu realizzata tra il 1897 e il 1900 (anno della sua inaugurazione ufficiale), in occasione del sessantesimo anno di regno della regina Vittoria d'Inghilterra e per ricordare le visite fatte dalla sovrana nella citt��. Promossa dalla comunit�� britannica fiorentina fu progettata dall'ingegnere Lorenzo Priuli Bon, e realizzata in marmo rosso di Verona dal laboratorio Pellegrini di Verona, quindi consegnata dal comitato promotore al Comune di Firenze.</p>""}",4,ChIJV1UESLRXKhMRlt9HAMMZ3Ys,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Q107011876
N4715083290,Carlo Goldoni,Florence,https://en.wikipedia.org/wiki/Monument%20to%20Carlo%20Goldoni,"{'title': 'en:Monument to Carlo Goldoni', 'text': ""The Monument to Carlo Goldoni is a white marble outdoor statue inaugurated in 1873 to commemorate the Venetian dramatist. The monument is located in a piazza of the same name, formerly called Piazza delle Travi, in front of Ponte alla Carraia, in the quartiere of Santa Maria Novella of Florence, region of Tuscany, Italy. The name of the piazza, which had reflected a postern leading to a port in the Arno River for wood barges, was renamed in 1907 on the 200th anniversary of Goldoni's birth.The statue was commissioned in 1858 by the Societ�� Filodrammatica cittadina (Societ�� dei Permanenti Concordi) from the sculptor Ulisse Cambi. The base was constructed by Mariano Falcinil."", 'html': ""<p>The <b>Monument to Carlo Goldoni</b> is a white marble outdoor statue inaugurated in 1873 to commemorate the Venetian dramatist. The monument is located in a piazza of the same name, formerly called <i>Piazza delle Travi</i>, in front of Ponte alla Carraia, in the quartiere of Santa Maria Novella of Florence, region of Tuscany, Italy. The name of the piazza, which had reflected a postern leading to a port in the Arno River for wood barges, was renamed in 1907 on the 200th anniversary of Goldoni's birth.</p><p>The statue was commissioned in 1858 by the <i>Societ�� Filodrammatica cittadina</i> (<i>Societ�� dei Permanenti Concordi</i>) from the sculptor Ulisse Cambi. The base was constructed by Mariano Falcinil.</p>""}",3.8,ChIJ9ddre8WxfkcRmt-FWhwMDEI,"['Monday: 10:00\u202fAM\u2009�C\u20094:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009�C\u20094:00\u202fPM', 'Wednesday: Closed', 'Thursday: 10:00\u202fAM\u2009�C\u20094:00\u202fPM', 'Friday: 10:00\u202fAM\u2009�C\u20094:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009�C\u20094:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009�C\u20094:00\u202fPM']",Q25054009
N1336891668,Porta di Santa Rosa,Florence,https://en.wikipedia.org/wiki/Santa%20Rosa%2C%20Florence,"{'title': 'en:Santa Rosa, Florence', 'text': 'Santa Rosa Church is a sanctuary church located in Florence in the region of Tuscany, Italy.', 'html': '<p><b>Santa Rosa Church</b> is a sanctuary church located in Florence in the region of Tuscany, Italy.</p>'}",4.4,ChIJv6woebJWKhMROKx7kF205_w,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Q3979970
N2724212840,Eataly Firenze,Florence,https://it.wikipedia.org/wiki/Mura%20di%20Firenze,"{'title': 'it:Mura di Firenze', 'text': ""Le mura di Firenze sono le antiche cerchie difensive della citt��. Create con la citt�� stessa, si sono contati fino a sei tracciati diversi, l'ultimo dei quali risale alla met�� del Cinquecento. Le mura della parte a nord dell'Arno della citt�� furono abbattute nel corso dell'Ottocento per creare i viali di Circonvallazione, lasciando soltanto le principali porte di accesso, mentre le parti a sud, zona Oltrarno, sono ancora visibili e ben conservate."", 'html': ""<p>Le <b>mura di Firenze</b> sono le antiche cerchie difensive della citt��. Create con la citt�� stessa, si sono contati fino a sei tracciati diversi, l'ultimo dei quali risale alla met�� del Cinquecento. Le mura della parte a nord dell'Arno della citt�� furono abbattute nel corso dell'Ottocento per creare i viali di Circonvallazione, lasciando soltanto le principali porte di accesso, mentre le parti a sud, zona Oltrarno, sono ancora visibili e ben conservate.</p>""}",4.1,ChIJ3fMgrgNUKhMRFcxWlsk8IRM,"['Monday: 9:30\u202fAM\u2009�C\u200910:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009�C\u200910:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009�C\u200910:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009�C\u200910:00\u202fPM', 'Friday: 9:30\u202fAM\u2009�C\u200910:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009�C\u200910:00\u202fPM', 'Sunday: 9:30\u202fAM\u2009�C\u200910:00\u202fPM']",Q1080815
Q57312417,Monument to Giulio Ricordi,Milano,https://it.wikipedia.org/wiki/Monumento%20a%20Giulio%20Ricordi,"{'title': 'it:Monumento a Giulio Ricordi', 'text': ""Il monumento a Giulio Ricordi �� una scultura realizzata da Luigi Secchi e posizionata in Largo Ghiringhelli a Milano in prossimit�� del Teatro alla Scala.Dopo la morte di Giulio Ricordi, avvenuta il 6 giugno 1912, alcuni amici (tra i quali Arrigo Boito, Giacomo Puccini e Luigi Illica) si fecero promotori di un monumento in sua memoria e l'opera fu affidata a Luigi Secchi.Il monumento fu posto nell'atrio della sede della ditta Ricordi in via Berchet e inaugurato solennemente il 6 giugno 1922.Sulla base �� presente l'iscrizione a Giulio Ricordi / Amici - Estimatori."", 'html': ""<p>Il <b>monumento a Giulio Ricordi</b> �� una scultura realizzata da Luigi Secchi e posizionata in Largo Ghiringhelli a Milano in prossimit�� del Teatro alla Scala.</p><p>Dopo la morte di Giulio Ricordi, avvenuta il 6 giugno 1912, alcuni amici (tra i quali Arrigo Boito, Giacomo Puccini e Luigi Illica) si fecero promotori di un monumento in sua memoria e l'opera fu affidata a Luigi Secchi.</p><p>Il monumento fu posto nell'atrio della sede della ditta Ricordi in via Berchet e inaugurato solennemente il 6 giugno 1922.</p><p>Sulla base �� presente l'iscrizione <span>a Giulio Ricordi / Amici - Estimatori</span>.</p>""}",4.5,ChIJd7sXzkjHhkcRxJ1DVyHkNws,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Q57312417
N4209403195,Foro Romano,Milano,https://it.wikipedia.org/wiki/Foro%20romano%20di%20Milano,"{'title': 'it:Foro romano di Milano', 'text': ""Il foro romano di Milano era il foro, ovvero la piazza principale, della citt�� romana di Mediolanum (la moderna Milano). Realizzato nella prima met�� del I secolo da Augusto, si estendeva per circa 160 metri in lunghezza e 55 in larghezza. Si trovava esattamente all'incrocio tra il decumano (identificato con le attuali corso di Porta Romana, via del Bollo, via Santa Maria Fulcorina e via Santa Maria della Porta) ed il cardo massimo (identificato con le attuali via Manzoni, via Santa Margherita e via Nerino). Come nei fori delle altre citt�� romane, anche nel foro romano di Milano era presenti importanti edifici pubblici come il Capitolium, la basilica, la curia, il macellum e le tabernae. Nei suoi pressi era presente la Zecca di Mediolanum."", 'html': ""<p>Il <b>foro romano di Milano</b> era il foro, ovvero la piazza principale, della citt�� romana di <i>Mediolanum</i> (la moderna Milano). Realizzato nella prima met�� del I secolo da Augusto, si estendeva per circa 160 metri in lunghezza e 55 in larghezza. Si trovava esattamente all'incrocio tra il <i>decumano</i> (identificato con le attuali corso di Porta Romana, via del Bollo, via Santa Maria Fulcorina e via Santa Maria della Porta) ed il <i>cardo massimo</i> (identificato con le attuali via Manzoni, via Santa Margherita e via Nerino). Come nei fori delle altre citt�� romane, anche nel foro romano di Milano era presenti importanti edifici pubblici come il <i>Capitolium</i>, la <i>basilica</i>, la <i>curia</i>, il <i>macellum</i> e le <i>tabernae</i>. Nei suoi pressi era presente la Zecca di <i>Mediolanum</i>.</p>""}",4.7,ChIJ782pg7NhLxMR5n3swAdAkfo,"['Monday: 9:00\u202fAM\u2009�C\u20094:30\u202fPM', 'Tuesday: 9:00\u202fAM\u2009�C\u20094:30\u202fPM', 'Wednesday: 9:00\u202fAM\u2009�C\u20094:30\u202fPM', 'Thursday: 9:00\u202fAM\u2009�C\u20094:30\u202fPM', 'Friday: 9:00\u202fAM\u2009�C\u20094:30\u202fPM', 'Saturday: 9:00\u202fAM\u2009�C\u20094:30\u202fPM', 'Sunday: 9:00\u202fAM\u2009�C\u20094:30\u202fPM']",Q3748448
Q4023993,Zecca di Mediolanum,Milano,https://it.wikipedia.org/wiki/Zecca%20di%20Mediolanum,"{'title': 'it:Zecca di Mediolanum', 'text': ""La zecca di Mediolanum (in latino Moneta) era l'officina governativa dove si coniavano le monete in epoca imperiale romana a Mediolanum, la moderna Milano, a partire dall'imperatore Gallieno nel 260. Si trovava a fianco del foro romano di Milano, all'incirca dove ora �� presente la moderna via Moneta (quest'ultimo toponimo �� indicativo della presenza della zecca). Attiva fino all'epoca ducale, fu sostituita nel 1474 dalla Zecca di Milano.Il primo a nominarla in modo ufficiale �� Ausonio attorno al 380-390, quando riferendosi a Mediolanum dice:"", 'html': ""<p>La <b>zecca di <i>Mediolanum</i></b> (in latino <i>Moneta</i>) era l'officina governativa dove si coniavano le monete in epoca imperiale romana a <i>Mediolanum</i>, la moderna Milano, a partire dall'imperatore Gallieno nel 260. Si trovava a fianco del foro romano di Milano, all'incirca dove ora �� presente la moderna via Moneta (quest'ultimo toponimo �� indicativo della presenza della zecca). Attiva fino all'epoca ducale, fu sostituita nel 1474 dalla Zecca di Milano.</p><p>Il primo a nominarla in modo ufficiale �� Ausonio attorno al 380-390, quando riferendosi a <i>Mediolanum</i> dice:</p>""}",4.4,ChIJ8VWFpVPBhkcRs4Ofd6amyQo,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Q4023993
N438108545,Fontana del Piermarini,Milano,https://it.wikipedia.org/wiki/Fontana%20del%20Piermarini,"{'title': 'it:Fontana del Piermarini', 'text': ""La fontana del Piermarini �� una fontana in stile neoclassico, opera dell'architetto Giuseppe Piermarini, collocata a Milano presso l'omonima piazza (alla quale la stessa opera d�� il nome). Inaugurata il 15 agosto 1782, �� considerata la prima fontana costruita nella citt�� meneghina."", 'html': ""<p>La <i><b>fontana del Piermarini</b></i> �� una fontana in stile neoclassico, opera dell'architetto Giuseppe Piermarini, collocata a Milano presso l'omonima piazza (alla quale la stessa opera d�� il nome). Inaugurata il 15 agosto 1782, �� considerata la prima fontana costruita nella citt�� meneghina.</p>""}",4.5,ChIJYzEWFa_GhkcRsf-FHNswynI,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Q32009493
Q729978,Mediolanum,Milano,https://en.wikipedia.org/wiki/Mediolanum,"{'title': 'en:Mediolanum', 'text': 'Mediolanum, the ancient city where Milan now stands, was originally an Insubrian city, but afterwards became an important Roman city in northern Italy. The city was settled by the Insubres around 600 BC, conquered by the Romans in 222 BC, and developed into a key centre of Western Christianity and informal capital of the Western Roman Empire. It declined under the ravages of the Gothic War, its capture by the Lombards in 569, and their decision to make Ticinum the capital of their Kingdom of Italy.', 'html': '<p><b>Mediolanum</b>, the ancient city where Milan now stands, was originally an Insubrian city, but afterwards became an important Roman city in northern Italy. The city was settled by the Insubres around 600 BC, conquered by the Romans in 222 BC, and developed into a key centre of Western Christianity and informal capital of the Western Roman Empire. It declined under the ravages of the Gothic War, its capture by the Lombards in 569, and their decision to make Ticinum the capital of their Kingdom of Italy.</p>'}",4,ChIJVyTHiILchkcRgKcqXVqcKjc,"['Monday: 8:40\u202fAM\u2009�C\u20091:40\u202fPM, 3:00\u2009�C\u20094:00\u202fPM', 'Tuesday: 8:40\u202fAM\u2009�C\u20091:40\u202fPM, 3:00\u2009�C\u20094:00\u202fPM', 'Wednesday: 8:40\u202fAM\u2009�C\u20091:40\u202fPM, 3:00\u2009�C\u20094:00\u202fPM', 'Thursday: 8:40\u202fAM\u2009�C\u20091:40\u202fPM, 3:00\u2009�C\u20094:00\u202fPM', 'Friday: 8:40\u202fAM\u2009�C\u20091:40\u202fPM, 3:00\u2009�C\u20094:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",Q729978
N611066173,Monumento a Giuseppe Missori,Milano,https://it.wikipedia.org/wiki/Monumento%20a%20Giuseppe%20Missori,"{'title': 'it:Monumento a Giuseppe Missori', 'text': 'Il monumento a Giuseppe Missori �� una scultura in bronzo posta in Piazza Missori a Milano.La statua di Giuseppe Missori fu realizzata da Riccardo Ripamonti (1849-1930). Il bronzo per la sua realizzazione, proveniente da vecchi cannoni, ?fu dato gratuitamente dal governo?.La targa sul fronte del monumento riportava il riferimento a un episodio della Battaglia di Milazzo tratto dalle memorie di Giuseppe Garibaldi: ?Giuseppe Missori / XX luglio 1860 / ... Il colonnello Missori, colla solita sua bravura, mi sbarazz�� / col suo revolver del mio antagonista / di cavalleria nemica. / Garibaldi - Memorie autografe.?Il monumento fu inaugurato il 7 maggio 1916.', 'html': '<p>Il <b>monumento a Giuseppe Missori</b> �� una scultura in bronzo posta in Piazza Missori a Milano.</p><p>La statua di Giuseppe Missori fu realizzata da Riccardo Ripamonti (1849-1930). Il bronzo per la sua realizzazione, proveniente da vecchi cannoni, ?fu dato gratuitamente dal governo?.</p><p>La targa sul fronte del monumento riportava il riferimento a un episodio della Battaglia di Milazzo tratto dalle memorie di Giuseppe Garibaldi: ?Giuseppe Missori / XX luglio 1860 / ... Il colonnello Missori, colla solita sua bravura, mi sbarazz�� / col suo revolver del mio antagonista / di cavalleria nemica. / Garibaldi - Memorie autografe.?</p><p>Il monumento fu inaugurato il 7 maggio 1916.</p>'}",4.4,ChIJ56AJ2qvGhkcRmQsYjiFY_s0,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Q21141701
N4951005935,Statua a Cesare Beccaria,Milano,https://it.wikipedia.org/wiki/Monumento%20a%20Cesare%20Beccaria%20%281871%29,"{'title': 'it:Monumento a Cesare Beccaria (1871)', 'text': ""Il monumento a Cesare Beccaria �� una scultura in bronzo posta in piazza Cesare Beccaria a Milano.La realizzazione di un monumento nazionale dedicato a Cesare Beccaria (dopo il monumento del 1837 posto nel palazzo di Brera) fu proposta nel 1865 in occasione del voto in parlamento per l'abolizione della pena di morte; si aggiungeva anche il centenario, appena trascorso, della pubblicazione del volume Dei delitti e delle pene (1764).Il 1o gennaio 1868 venne presentato il programma del concorso artistico per la presentazione dei bozzetti; tra i 12 partecipanti fu approvato quello intitolato Essere o non essere, questo �� il problema di Giuseppe Grandi."", 'html': ""<p>Il <b>monumento a Cesare Beccaria</b> �� una scultura in bronzo posta in piazza Cesare Beccaria a Milano.</p><p>La realizzazione di un monumento nazionale dedicato a Cesare Beccaria (dopo il monumento del 1837 posto nel palazzo di Brera) fu proposta nel 1865 in occasione del voto in parlamento per l'abolizione della pena di morte; si aggiungeva anche il centenario, appena trascorso, della pubblicazione del volume <i>Dei delitti e delle pene</i> (1764).</p><p>Il 1o gennaio 1868 venne presentato il programma del concorso artistico per la presentazione dei bozzetti; tra i 12 partecipanti fu approvato quello intitolato <i>Essere o non essere, questo �� il problema</i> di Giuseppe Grandi.</p>""}",4.3,ChIJ9-gPe6_GhkcRb9rJtzhACFA,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Q32107918
Q51488513,Porta Romana,Milano,https://it.wikipedia.org/wiki/Porta%20Romana%20%28romana%2C%20Milano%29,"{'title': 'it:Porta Romana (romana, Milano)', 'text': ""Porta Romana (lat. Porta Romana) era una delle aperture stradali ricavate nella cinta muraria romana della citt�� di Mediolanum, l'odierna Milano. Fu demolita durante l'assedio di Milano del 1162.Costruita durante il periodo repubblicano dell'epoca romana, era ricavata nella cinta delle mura romane di Milano. Venne fatta presumibilmente erigere, insieme alle mura, da Cesare dopo l'assunzione di Mediolanum al rango di municipium nell'anno 49 a.C.."", 'html': ""<p><b>Porta Romana</b> (lat. <i>Porta Romana</i>) era una delle aperture stradali ricavate nella cinta muraria romana della citt�� di <i>Mediolanum</i>, l'odierna Milano. Fu demolita durante l'assedio di Milano del 1162.</p><p>Costruita durante il periodo repubblicano dell'epoca romana, era ricavata nella cinta delle mura romane di Milano. Venne fatta presumibilmente erigere, insieme alle mura, da Cesare dopo l'assunzione di <i>Mediolanum</i> al rango di <i>municipium</i> nell'anno 49 a.C..</p>""}",4.5,ChIJf-o7_-6On1MRYWqt-HWahvg,"['Monday: Closed', 'Tuesday: 11:30\u202fAM\u2009�C\u20091:30\u202fPM, 5:00\u2009�C\u20099:00\u202fPM', 'Wednesday: 11:30\u202fAM\u2009�C\u20091:30\u202fPM, 5:00\u2009�C\u20099:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009�C\u20091:30\u202fPM, 5:00\u2009�C\u20099:00\u202fPM', 'Friday: 11:30\u202fAM\u2009�C\u20091:30\u202fPM, 5:00\u2009�C\u20099:00\u202fPM', 'Saturday: 5:00\u2009�C\u20099:00\u202fPM', 'Sunday: 4:30\u2009�C\u20098:00\u202fPM']",Q51488513
N4170002491,Carlo Porta,Milano,https://it.wikipedia.org/wiki/Monumento%20a%20Carlo%20Porta%20%28Verziere%29,"{'title': 'it:Monumento a Carlo Porta (Verziere)', 'text': ""Il Monumento a Carlo Porta �� una statua bronzea dedicata a Carlo Porta e sita al Verziere, antico mercato della verdura di Milano, replica del monumento distrutto dai bombardamenti del 1943, realizzata in bronzo dallo scultore modenese Ivo Soli, docente all'Accademia di Brera.Nel 2001 �� stata provvisoriamente tolta dalla propria sede per sottoporla a lavori di restauro.Wikimedia Commons contiene immagini o altri file su Monumento a Carlo Porta"", 'html': ""<p>Il <b>Monumento a Carlo Porta</b> �� una statua bronzea dedicata a Carlo Porta e sita al Verziere, antico mercato della verdura di Milano, replica del monumento distrutto dai bombardamenti del 1943, realizzata in bronzo dallo scultore modenese Ivo Soli, docente all'Accademia di Brera.</p><p>Nel 2001 �� stata provvisoriamente tolta dalla propria sede per sottoporla a lavori di restauro.</p><ul><li> <span>Wikimedia Commons</span> contiene immagini o altri file su <b><span>Monumento a Carlo Porta</span></b></li></ul>""}",4,ChIJWX0V5cvBhkcRp_Emq-vG6kQ,"['Monday: 8:00\u202fAM\u2009�C\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009�C\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009�C\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009�C\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009�C\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",Q73982391
